Percent airbnb,Composite Score
2.290076337,3.000000001
2.5,1
5.633802817,2.000000001
1,1
0.666666667,0.5
0.495049505,0.5
3.311258279,2.5
0.823045267,1
1,1
1.666666667,1
0.890207715,1.5
0.709219858,0.5
1.360544218,1
2.666666667,1
2.020202019,1
0.917431193,0.5
1,1
0.641025641,0.5
1,1
0.531914894,0.5
1,1
1.156069364,1
1.470588236,0.5
71.4285714,2.5
0.917431193,0.5
1,1
0.689655172,0.5
7.14285714,1
13.33333333,1
10.41666667,5.499999999
9.523809525,4.500000001
3.763440859,8.000000003
1.960784313,0.5
14.58333333,8.000000003
6.250000002,9.500000004
10,8.999999997
16.21621622,10.5
4.950495052,5.499999999
13.33333333,10.5
9.448818895,21.00000001
4.25531915,8.999999997
15.92920354,19.50000001
34.99999998,12.5
5.999999999,12
3.296703296,3.000000001
2.898550725,4.500000001
15.30612244,15
9.239130431,17.5
7.006369424,8.499999996
6.572769954,12.99999999
100,0.5
5.208333334,9.500000004
6.722689079,4
10.06289308,9.500000004
6.137184116,23.5
11.30434783,11
9.230769228,18
3.888888888,6.500000001
9.442060088,26
11.76470588,8.999999997
10.85271318,16
5.434782607,8.999999997
29.16666668,6.500000001
10,12.99999999
23.07692307,16.5
5.882352942,7
9.022556395,12
18.60465116,5.499999999
1,1
0.714285714,2.000000001
1.937984495,7
4.794520546,6.500000001
19.56521739,29.49999999
12.90322581,26.5
2.222222222,4
1.538461538,0.5
3.78006873,20.5
14.77272727,21.5
18.86792454,11
9.952606633,27
20.96774195,15.5
17.64705881,31.50000001
15.09433962,38.99999999
29.5774648,31.50000001
10,20.00000001
6.306306308,6.500000001
15.2,30.50000001
100,41.49999999
4.347826087,3.000000001
6.55737705,12.99999999
18.68131867,28
13.48314607,8.999999997
5.594405592,12.99999999
2.904564314,4.999999998
1.162790698,0.5
1,1
1,1
1,1
14.28571429,0.5
0.925925926,0.5
1,1
1.886792454,0.5
1,1
1.333333333,0.5
1,1
3.225806453,0.5
1.149425287,0.5
100,0.5
1,1
1,1
1,1
2.5,0.5
1,1
0.680272109,0.5
1,1
1.526717557,1
1,1
1,1
1,1
1,1
1,1
1,1
1.960784313,0.5
20.00000001,1
100,1
1,1
0.854700855,0.5
1,1
2.912621358,1.5
1.19047619,0.5
2.083333333,0.5
1,1
2.000000001,0.5
2.399999999,1.5
0.362318841,0.5
0.751879699,0.5
1.162790698,0.5
0.847457627,0.5
1,1
1,1
1,1
2.898550725,1
1,1
1,1
2.857142856,0.5
0.840336134,0.5
1,1
5.172413793,1.5
1,1
1,1
1.075268817,0.5
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0.714285714,0.5
100,0.5
10.14492754,3.499999998
1,1
3.773584906,1
1,1
1,1
1.694915254,0.5
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1.492537313,0.5
1,1
3.846153846,0.5
1,1
0.613496933,0.5
20.00000001,3.000000001
1.818181819,1
18.74999999,53.50000001
1.234567901,1
1,1
0.847457627,0.5
3.030303029,1.5
4.545454547,1
100,0.5
3.333333332,0.5
1.621621622,1.5
1,1
0.558659218,0.5
7.692307688,0.5
1,1
1,1
1,1
1,1
1,1
1,1
1,1
42.56756758,98.49999998
15.94827586,48.5
6.635071089,17
15.27777778,33.50000001
11.16504854,33.50000001
14.28571429,23.99999999
18.22916668,52.00000002
11.72839506,21.00000001
7.792207789,8.999999997
11.11111111,2.000000001
2.399999999,3.000000001
12,3.000000001
4.301075269,4.999999998
1.809954752,6.500000001
100,1
2.272727273,4
0.598802395,0.5
2.803738317,1.5
5.714285714,8.000000003
1,1
1,1
9.090909089,7
2.362204724,1.5
1,1
5.555555555,0.5
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0.606060606,2.000000001
3.076923078,1
0.711743772,1
3.38983051,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
29.03225807,12
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1.438848922,4
7.246376813,44
24.09638555,32.00000001
1,1
1.968503936,8.499999996
9.677419353,7.500000003
16,33.50000001
9.195402299,24.50000001
34.88372092,12
22.4,32.49999999
6.701030925,15
10.40462428,22.5
11.57894737,16
31.42857142,16
11.26760563,11.5
6.976744186,1.5
42.85714287,13.49999999
17.2690763,125
10.34482759,3.000000001
32.25806453,14.00000001
4.672897196,7
27.77777779,11
9.91735537,21.00000001
10.20408163,23.5
16,7
100,8.499999996
100,2.000000001
16.66666667,16
13.04347826,21.99999999
1,1
1,1
7.857142856,16
1,1
4,0.5
1,1
1,1
1,1
14.75409836,23
10.56910569,18.5
12.76595745,2.5
1.176470588,0.5
14.75409836,32.99999998
38.80597016,40
2.083333333,2.000000001
1.851851853,2.000000001
1,1
1,1
1,1
1,1
1,1
3.333333332,2.5
1,1
1,1
1,1
1,1
1,1
1,1
17.04545455,19.50000001
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
8.154506441,24.50000001
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
14.60674158,15.5
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
39.91031389,126.9999999
1,1
10.58057515,282.5000001
17.64705881,5.999999999
100,23.99999999
1,1
14.28571429,1
100,3.000000001
30.00000001,4.500000001
1,1
1,1
4.819277107,6.500000001
1,1
